group	fill	colour
1	#FFD6C7	#FFD6C7
1	#FFD7C8	#FFD7C8
1	#FFD7C9	#FFD7C9
1	#FFD8CA	#FFD8CA
1	#FFD9CB	#FFD9CB
1	#FFD9CC	#FFD9CC
1	#FFDACD	#FFDACD
1	#FFDACD	#FFDACD
1	#FFDBCE	#FFDBCE
1	#FFDBCE	#FFDBCE
1	#FFDBCF	#FFDBCF
1	#FFDCCF	#FFDCCF
1	#FFDCCF	#FFDCCF
1	#FFDCCF	#FFDCCF
1	#FFDCCF	#FFDCCF
1	#FFDCCF	#FFDCCF
1	#FFDCCF	#FFDCCF
1	#FFDCCF	#FFDCCF
1	#FFDBCF	#FFDBCF
1	#FFDBCE	#FFDBCE
1	#FFDBCE	#FFDBCE
1	#FFDACD	#FFDACD
1	#FFDACD	#FFDACD
1	#FFD9CC	#FFD9CC
1	#FFD9CB	#FFD9CB
1	#FFD8CA	#FFD8CA
1	#FFD7C9	#FFD7C9
1	#FFD6C8	#FFD6C8
1	#FFD5C7	#FFD5C7
1	#FFD4C6	#FFD4C6
1	#FFD3C4	#FFD3C4
1	#FFD2C3	#FFD2C3
1	#FFD1C1	#FFD1C1
1	#FFD0C0	#FFD0C0
1	#FFCFBE	#FFCFBE
1	#FFCDBC	#FFCDBC
1	#FFCCBA	#FFCCBA
1	#FFCAB9	#FFCAB9
1	#FFC9B7	#FFC9B7
1	#FFC7B4	#FFC7B4
1	#FFC6B2	#FFC6B2
1	#FFC4B0	#FFC4B0
1	#FFC2AE	#FFC2AE
1	#FFC0AB	#FFC0AB
1	#FFBEA9	#FFBEA9
1	#FFBCA6	#FFBCA6
1	#FFBAA4	#FFBAA4
1	#FFB8A1	#FFB8A1
1	#FFB69E	#FFB69E
1	#FFB39B	#FFB39B
1	#FFB198	#FFB198
1	#FFAF95	#FFAF95
1	#FFA387	#FFA387
1	#FFA68B	#FFA68B
1	#FFA98E	#FFA98E
1	#FFAC92	#FFAC92
1	#FFAE95	#FFAE95
1	#FFB198	#FFB198
1	#FFB39B	#FFB39B
1	#FFB69E	#FFB69E
1	#FFB8A1	#FFB8A1
1	#FFBAA4	#FFBAA4
1	#FFBCA7	#FFBCA7
1	#FFBEA9	#FFBEA9
1	#FFC1AC	#FFC1AC
1	#FFC3AE	#FFC3AE
1	#FFC4B1	#FFC4B1
1	#FFC6B3	#FFC6B3
1	#FFC8B5	#FFC8B5
1	#FFCAB8	#FFCAB8
1	#FFCBBA	#FFCBBA
1	#FFCDBC	#FFCDBC
1	#FFCFBE	#FFCFBE
1	#FFD0C0	#FFD0C0
1	#FFD1C2	#FFD1C2
1	#FFD3C3	#FFD3C3
1	#FFD4C5	#FFD4C5
1	#FFD5C6	#FFD5C6
1	#FFD6C8	#FFD6C8
1	#FFD7C9	#FFD7C9
1	#FFD8CB	#FFD8CB
1	#FFD9CC	#FFD9CC
1	#FFDACD	#FFDACD
1	#FFDBCE	#FFDBCE
1	#FFDCCF	#FFDCCF
1	#FFDCD0	#FFDCD0
1	#FFDDD1	#FFDDD1
1	#FFDDD1	#FFDDD1
1	#FFDED2	#FFDED2
1	#FFDED2	#FFDED2
1	#FFDFD3	#FFDFD3
1	#FFDFD3	#FFDFD3
1	#FFDFD4	#FFDFD4
1	#FFDFD4	#FFDFD4
1	#FFDFD4	#FFDFD4
1	#FFDFD4	#FFDFD4
1	#FFDFD4	#FFDFD4
1	#FFDFD4	#FFDFD4
1	#FFDFD3	#FFDFD3
1	#FFDFD3	#FFDFD3
1	#FFDED3	#FFDED3
1	#FFDED2	#FFDED2
1	#FFDED2	#FFDED2
1	#FFDDD1	#FFDDD1
1	#FFDCD0	#FFDCD0
1	#FFDCCF	#FFDCCF
1	#FFDBCE	#FFDBCE
1	#FFDACD	#FFDACD
1	#FFDACC	#FFDACC
1	#FFD9CB	#FFD9CB
1	#FFD8CA	#FFD8CA
1	#FFD7C9	#FFD7C9
1	#FFD6C7	#FFD6C7
1	#FFD4C6	#FFD4C6
1	#FFD3C4	#FFD3C4
1	#FFD2C2	#FFD2C2
1	#FFD1C1	#FFD1C1
1	#FFCFBF	#FFCFBF
1	#FFCEBD	#FFCEBD
1	#FFCCBB	#FFCCBB
1	#FFCBB9	#FFCBB9
1	#FFC9B6	#FFC9B6
1	#FFC7B4	#FFC7B4
1	#FFC5B2	#FFC5B2
1	#FFC3AF	#FFC3AF
1	#FFC1AD	#FFC1AD
1	#FFBFAA	#FFBFAA
1	#FFBDA8	#FFBDA8
1	#FFBBA5	#FFBBA5
1	#FFB9A2	#FFB9A2
1	#FFB79F	#FFB79F
1	#FFB49C	#FFB49C
1	#FFB299	#FFB299
1	#FFA78C	#FFA78C
1	#FFAA8F	#FFAA8F
1	#FFAC93	#FFAC93
1	#FFAF96	#FFAF96
1	#FFB299	#FFB299
1	#FFB49C	#FFB49C
1	#FFB79F	#FFB79F
1	#FFB9A2	#FFB9A2
1	#FFBBA5	#FFBBA5
1	#FFBEA8	#FFBEA8
1	#FFC0AB	#FFC0AB
1	#FFC2AE	#FFC2AE
1	#FFC4B0	#FFC4B0
1	#FFC6B3	#FFC6B3
1	#FFC8B5	#FFC8B5
1	#FFCAB8	#FFCAB8
1	#FFCBBA	#FFCBBA
1	#FFCDBC	#FFCDBC
1	#FFCFBE	#FFCFBE
1	#FFD0C0	#FFD0C0
1	#FFD2C2	#FFD2C2
1	#FFD3C4	#FFD3C4
1	#FFD5C6	#FFD5C6
1	#FFD6C8	#FFD6C8
1	#FFD7C9	#FFD7C9
1	#FFD8CB	#FFD8CB
1	#FFD9CC	#FFD9CC
1	#FFDBCE	#FFDBCE
1	#FFDCCF	#FFDCCF
1	#FFDCD0	#FFDCD0
1	#FFDDD1	#FFDDD1
1	#FFDED2	#FFDED2
1	#FFDFD3	#FFDFD3
1	#FFDFD4	#FFDFD4
1	#FFE0D5	#FFE0D5
1	#FFE1D6	#FFE1D6
1	#FFE1D6	#FFE1D6
1	#FFE1D7	#FFE1D7
1	#FFE2D7	#FFE2D7
1	#FFE2D8	#FFE2D8
1	#FFE2D8	#FFE2D8
1	#FFE2D8	#FFE2D8
1	#FFE2D8	#FFE2D8
1	#FFE2D8	#FFE2D8
1	#FFE2D8	#FFE2D8
1	#FFE2D8	#FFE2D8
1	#FFE2D8	#FFE2D8
1	#FFE2D7	#FFE2D7
1	#FFE1D7	#FFE1D7
1	#FFE1D6	#FFE1D6
1	#FFE1D6	#FFE1D6
1	#FFE0D5	#FFE0D5
1	#FFE0D4	#FFE0D4
1	#FFDFD3	#FFDFD3
1	#FFDED3	#FFDED3
1	#FFDDD2	#FFDDD2
1	#FFDDD0	#FFDDD0
1	#FFDCCF	#FFDCCF
1	#FFDBCE	#FFDBCE
1	#FFDACD	#FFDACD
1	#FFD9CB	#FFD9CB
1	#FFD8CA	#FFD8CA
1	#FFD6C8	#FFD6C8
1	#FFD5C6	#FFD5C6
1	#FFD4C5	#FFD4C5
1	#FFD2C3	#FFD2C3
1	#FFD1C1	#FFD1C1
1	#FFCFBF	#FFCFBF
1	#FFCEBD	#FFCEBD
1	#FFCCBA	#FFCCBA
1	#FFCAB8	#FFCAB8
1	#FFC8B6	#FFC8B6
1	#FFC6B3	#FFC6B3
1	#FFC4B1	#FFC4B1
1	#FFC2AE	#FFC2AE
1	#FFC0AC	#FFC0AC
1	#FFBEA9	#FFBEA9
1	#FFBCA6	#FFBCA6
1	#FFBAA3	#FFBAA3
1	#FFB7A0	#FFB7A0
1	#FFB59D	#FFB59D
1	#FFAA90	#FFAA90
1	#FFAD94	#FFAD94
1	#FFB097	#FFB097
1	#FFB29A	#FFB29A
1	#FFB59D	#FFB59D
1	#FFB8A1	#FFB8A1
1	#FFBAA4	#FFBAA4
1	#FFBCA7	#FFBCA7
1	#FFBFAA	#FFBFAA
1	#FFC1AC	#FFC1AC
1	#FFC3AF	#FFC3AF
1	#FFC5B2	#FFC5B2
1	#FFC7B4	#FFC7B4
1	#FFC9B7	#FFC9B7
1	#FFCBB9	#FFCBB9
1	#FFCDBC	#FFCDBC
1	#FFCFBE	#FFCFBE
1	#FFD0C0	#FFD0C0
1	#FFD2C2	#FFD2C2
1	#FFD4C4	#FFD4C4
1	#FFD5C6	#FFD5C6
1	#FFD6C8	#FFD6C8
1	#FFD8CA	#FFD8CA
1	#FFD9CC	#FFD9CC
1	#FFDACD	#FFDACD
1	#FFDCCF	#FFDCCF
1	#FFDDD0	#FFDDD0
1	#FFDED2	#FFDED2
1	#FFDFD3	#FFDFD3
1	#FFE0D4	#FFE0D4
1	#FFE0D5	#FFE0D5
1	#FFE1D6	#FFE1D6
1	#FFE2D7	#FFE2D7
1	#FFE3D8	#FFE3D8
1	#FFE3D9	#FFE3D9
1	#FFE4DA	#FFE4DA
1	#FFE4DA	#FFE4DA
1	#FFE4DB	#FFE4DB
1	#FFE5DB	#FFE5DB
1	#FFE5DC	#FFE5DC
1	#FFE5DC	#FFE5DC
1	#FFE5DC	#FFE5DC
1	#FFE5DC	#FFE5DC
1	#FFE5DC	#FFE5DC
1	#FFE5DC	#FFE5DC
1	#FFE5DC	#FFE5DC
1	#FFE5DC	#FFE5DC
1	#FFE5DB	#FFE5DB
1	#FFE4DB	#FFE4DB
1	#FFE4DA	#FFE4DA
1	#FFE4DA	#FFE4DA
1	#FFE3D9	#FFE3D9
1	#FFE3D8	#FFE3D8
1	#FFE2D7	#FFE2D7
1	#FFE1D6	#FFE1D6
1	#FFE0D5	#FFE0D5
1	#FFE0D4	#FFE0D4
1	#FFDFD3	#FFDFD3
1	#FFDED2	#FFDED2
1	#FFDDD0	#FFDDD0
1	#FFDCCF	#FFDCCF
1	#FFDACD	#FFDACD
1	#FFD9CC	#FFD9CC
1	#FFD8CA	#FFD8CA
1	#FFD7C8	#FFD7C8
1	#FFD5C6	#FFD5C6
1	#FFD4C4	#FFD4C4
1	#FFD2C2	#FFD2C2
1	#FFD0C0	#FFD0C0
1	#FFCFBE	#FFCFBE
1	#FFCDBC	#FFCDBC
1	#FFCBB9	#FFCBB9
1	#FFC9B7	#FFC9B7
1	#FFC7B4	#FFC7B4
1	#FFC5B2	#FFC5B2
1	#FFC3AF	#FFC3AF
1	#FFC1AC	#FFC1AC
1	#FFBFAA	#FFBFAA
1	#FFBCA7	#FFBCA7
1	#FFBAA4	#FFBAA4
1	#FFB8A1	#FFB8A1
1	#FFAE94	#FFAE94
1	#FFB097	#FFB097
1	#FFB39B	#FFB39B
1	#FFB69E	#FFB69E
1	#FFB8A1	#FFB8A1
1	#FFBBA5	#FFBBA5
1	#FFBDA8	#FFBDA8
1	#FFC0AB	#FFC0AB
1	#FFC2AE	#FFC2AE
1	#FFC4B0	#FFC4B0
1	#FFC6B3	#FFC6B3
1	#FFC8B6	#FFC8B6
1	#FFCAB8	#FFCAB8
1	#FFCCBB	#FFCCBB
1	#FFCEBD	#FFCEBD
1	#FFD0C0	#FFD0C0
1	#FFD2C2	#FFD2C2
1	#FFD3C4	#FFD3C4
1	#FFD5C6	#FFD5C6
1	#FFD7C8	#FFD7C8
1	#FFD8CA	#FFD8CA
1	#FFD9CC	#FFD9CC
1	#FFDBCE	#FFDBCE
1	#FFDCD0	#FFDCD0
1	#FFDDD1	#FFDDD1
1	#FFDFD3	#FFDFD3
1	#FFE0D4	#FFE0D4
1	#FFE1D6	#FFE1D6
1	#FFE2D7	#FFE2D7
1	#FFE2D8	#FFE2D8
1	#FFE3D9	#FFE3D9
1	#FFE4DA	#FFE4DA
1	#FFE5DB	#FFE5DB
1	#FFE5DC	#FFE5DC
1	#FFE6DD	#FFE6DD
1	#FFE7DE	#FFE7DE
1	#FFE7DE	#FFE7DE
1	#FFE7DF	#FFE7DF
1	#FFE8DF	#FFE8DF
1	#FFE8DF	#FFE8DF
1	#FFE8E0	#FFE8E0
1	#FFE8E0	#FFE8E0
1	#FFE8E0	#FFE8E0
1	#FFE8E0	#FFE8E0
1	#FFE8E0	#FFE8E0
1	#FFE8E0	#FFE8E0
1	#FFE8DF	#FFE8DF
1	#FFE8DF	#FFE8DF
1	#FFE7DF	#FFE7DF
1	#FFE7DE	#FFE7DE
1	#FFE6DD	#FFE6DD
1	#FFE6DD	#FFE6DD
1	#FFE5DC	#FFE5DC
1	#FFE5DB	#FFE5DB
1	#FFE4DA	#FFE4DA
1	#FFE3D9	#FFE3D9
1	#FFE2D8	#FFE2D8
1	#FFE1D7	#FFE1D7
1	#FFE0D5	#FFE0D5
1	#FFDFD4	#FFDFD4
1	#FFDED3	#FFDED3
1	#FFDDD1	#FFDDD1
1	#FFDCCF	#FFDCCF
1	#FFDBCE	#FFDBCE
1	#FFD9CC	#FFD9CC
1	#FFD8CA	#FFD8CA
1	#FFD6C8	#FFD6C8
1	#FFD5C6	#FFD5C6
1	#FFD3C4	#FFD3C4
1	#FFD1C2	#FFD1C2
1	#FFD0BF	#FFD0BF
1	#FFCEBD	#FFCEBD
1	#FFCCBA	#FFCCBA
1	#FFCAB8	#FFCAB8
1	#FFC8B5	#FFC8B5
1	#FFC6B3	#FFC6B3
1	#FFC4B0	#FFC4B0
1	#FFC1AD	#FFC1AD
1	#FFBFAA	#FFBFAA
1	#FFBDA7	#FFBDA7
1	#FFBAA4	#FFBAA4
1	#FFB198	#FFB198
1	#FFB39B	#FFB39B
1	#FFB69F	#FFB69F
1	#FFB9A2	#FFB9A2
1	#FFBBA5	#FFBBA5
1	#FFBEA8	#FFBEA8
1	#FFC0AB	#FFC0AB
1	#FFC3AE	#FFC3AE
1	#FFC5B1	#FFC5B1
1	#FFC7B4	#FFC7B4
1	#FFC9B7	#FFC9B7
1	#FFCBBA	#FFCBBA
1	#FFCDBC	#FFCDBC
1	#FFCFBF	#FFCFBF
1	#FFD1C1	#FFD1C1
1	#FFD3C4	#FFD3C4
1	#FFD5C6	#FFD5C6
1	#FFD6C8	#FFD6C8
1	#FFD8CA	#FFD8CA
1	#FFD9CC	#FFD9CC
1	#FFDBCE	#FFDBCE
1	#FFDCD0	#FFDCD0
1	#FFDED2	#FFDED2
1	#FFDFD3	#FFDFD3
1	#FFE0D5	#FFE0D5
1	#FFE1D7	#FFE1D7
1	#FFE2D8	#FFE2D8
1	#FFE3D9	#FFE3D9
1	#FFE4DB	#FFE4DB
1	#FFE5DC	#FFE5DC
1	#FFE6DD	#FFE6DD
1	#FFE7DE	#FFE7DE
1	#FFE8DF	#FFE8DF
1	#FFE8E0	#FFE8E0
1	#FFE9E1	#FFE9E1
1	#FFE9E1	#FFE9E1
1	#FFEAE2	#FFEAE2
1	#FFEAE2	#FFEAE2
1	#FFEAE3	#FFEAE3
1	#FFEBE3	#FFEBE3
1	#FFEBE3	#FFEBE3
1	#FFEBE4	#FFEBE4
1	#FFEBE4	#FFEBE4
1	#FFEBE4	#FFEBE4
1	#FFEBE3	#FFEBE3
1	#FFEBE3	#FFEBE3
1	#FFEBE3	#FFEBE3
1	#FFEAE3	#FFEAE3
1	#FFEAE2	#FFEAE2
1	#FFEAE2	#FFEAE2
1	#FFE9E1	#FFE9E1
1	#FFE9E0	#FFE9E0
1	#FFE8E0	#FFE8E0
1	#FFE7DF	#FFE7DF
1	#FFE7DE	#FFE7DE
1	#FFE6DD	#FFE6DD
1	#FFE5DB	#FFE5DB
1	#FFE4DA	#FFE4DA
1	#FFE3D9	#FFE3D9
1	#FFE2D8	#FFE2D8
1	#FFE1D6	#FFE1D6
1	#FFE0D4	#FFE0D4
1	#FFDED3	#FFDED3
1	#FFDDD1	#FFDDD1
1	#FFDCCF	#FFDCCF
1	#FFDACD	#FFDACD
1	#FFD9CB	#FFD9CB
1	#FFD7C9	#FFD7C9
1	#FFD6C7	#FFD6C7
1	#FFD4C5	#FFD4C5
1	#FFD2C3	#FFD2C3
1	#FFD0C0	#FFD0C0
1	#FFCEBE	#FFCEBE
1	#FFCCBB	#FFCCBB
1	#FFCAB9	#FFCAB9
1	#FFC8B6	#FFC8B6
1	#FFC6B3	#FFC6B3
1	#FFC4B0	#FFC4B0
1	#FFC2AD	#FFC2AD
1	#FFBFAA	#FFBFAA
1	#FFBDA7	#FFBDA7
1	#FFB39B	#FFB39B
1	#FFB69F	#FFB69F
1	#FFB9A2	#FFB9A2
1	#FFBCA6	#FFBCA6
1	#FFBEA9	#FFBEA9
1	#FFC1AC	#FFC1AC
1	#FFC3AF	#FFC3AF
1	#FFC5B2	#FFC5B2
1	#FFC8B5	#FFC8B5
1	#FFCAB8	#FFCAB8
1	#FFCCBA	#FFCCBA
1	#FFCEBD	#FFCEBD
1	#FFD0C0	#FFD0C0
1	#FFD2C2	#FFD2C2
1	#FFD4C5	#FFD4C5
1	#FFD6C7	#FFD6C7
1	#FFD7C9	#FFD7C9
1	#FFD9CC	#FFD9CC
1	#FFDBCE	#FFDBCE
1	#FFDCD0	#FFDCD0
1	#FFDED2	#FFDED2
1	#FFDFD4	#FFDFD4
1	#FFE0D5	#FFE0D5
1	#FFE2D7	#FFE2D7
1	#FFE3D9	#FFE3D9
1	#FFE4DA	#FFE4DA
1	#FFE5DC	#FFE5DC
1	#FFE6DD	#FFE6DD
1	#FFE7DE	#FFE7DE
1	#FFE8DF	#FFE8DF
1	#FFE9E1	#FFE9E1
1	#FFE9E2	#FFE9E2
1	#FFEAE2	#FFEAE2
1	#FFEBE3	#FFEBE3
1	#FFEBE4	#FFEBE4
1	#FFECE5	#FFECE5
1	#FFECE5	#FFECE5
1	#FFEDE6	#FFEDE6
1	#FFEDE6	#FFEDE6
1	#FFEDE7	#FFEDE7
1	#FFEDE7	#FFEDE7
1	#FFEDE7	#FFEDE7
1	#FFEDE7	#FFEDE7
1	#FFEDE7	#FFEDE7
1	#FFEDE7	#FFEDE7
1	#FFEDE7	#FFEDE7
1	#FFEDE6	#FFEDE6
1	#FFEDE6	#FFEDE6
1	#FFECE6	#FFECE6
1	#FFECE5	#FFECE5
1	#FFEBE4	#FFEBE4
1	#FFEBE4	#FFEBE4
1	#FFEAE3	#FFEAE3
1	#FFEAE2	#FFEAE2
1	#FFE9E1	#FFE9E1
1	#FFE8E0	#FFE8E0
1	#FFE7DF	#FFE7DF
1	#FFE6DD	#FFE6DD
1	#FFE5DC	#FFE5DC
1	#FFE4DB	#FFE4DB
1	#FFE3D9	#FFE3D9
1	#FFE2D8	#FFE2D8
1	#FFE1D6	#FFE1D6
1	#FFE0D4	#FFE0D4
1	#FFDED2	#FFDED2
1	#FFDDD0	#FFDDD0
1	#FFDBCE	#FFDBCE
1	#FFDACC	#FFDACC
1	#FFD8CA	#FFD8CA
1	#FFD6C8	#FFD6C8
1	#FFD5C6	#FFD5C6
1	#FFD3C3	#FFD3C3
1	#FFD1C1	#FFD1C1
1	#FFCFBE	#FFCFBE
1	#FFCDBC	#FFCDBC
1	#FFCBB9	#FFCBB9
1	#FFC8B6	#FFC8B6
1	#FFC6B3	#FFC6B3
1	#FFC4B0	#FFC4B0
1	#FFC2AD	#FFC2AD
1	#FFBFAA	#FFBFAA
1	#FFB69F	#FFB69F
1	#FFB9A2	#FFB9A2
1	#FFBCA6	#FFBCA6
1	#FFBEA9	#FFBEA9
1	#FFC1AC	#FFC1AC
1	#FFC3AF	#FFC3AF
1	#FFC6B2	#FFC6B2
1	#FFC8B5	#FFC8B5
1	#FFCAB8	#FFCAB8
1	#FFCCBB	#FFCCBB
1	#FFCFBE	#FFCFBE
1	#FFD1C1	#FFD1C1
1	#FFD3C3	#FFD3C3
1	#FFD4C6	#FFD4C6
1	#FFD6C8	#FFD6C8
1	#FFD8CA	#FFD8CA
1	#FFDACD	#FFDACD
1	#FFDCCF	#FFDCCF
1	#FFDDD1	#FFDDD1
1	#FFDFD3	#FFDFD3
1	#FFE0D5	#FFE0D5
1	#FFE1D7	#FFE1D7
1	#FFE3D9	#FFE3D9
1	#FFE4DA	#FFE4DA
1	#FFE5DC	#FFE5DC
1	#FFE6DD	#FFE6DD
1	#FFE7DF	#FFE7DF
1	#FFE8E0	#FFE8E0
1	#FFE9E2	#FFE9E2
1	#FFEAE3	#FFEAE3
1	#FFEBE4	#FFEBE4
1	#FFECE5	#FFECE5
1	#FFEDE6	#FFEDE6
1	#FFEDE7	#FFEDE7
1	#FFEEE7	#FFEEE7
1	#FFEEE8	#FFEEE8
1	#FFEFE9	#FFEFE9
1	#FFEFE9	#FFEFE9
1	#FFEFE9	#FFEFE9
1	#FFEFEA	#FFEFEA
1	#FFF0EA	#FFF0EA
1	#FFF0EA	#FFF0EA
1	#FFF0EA	#FFF0EA
1	#FFF0EA	#FFF0EA
1	#FFF0EA	#FFF0EA
1	#FFF0EA	#FFF0EA
1	#FFEFE9	#FFEFE9
1	#FFEFE9	#FFEFE9
1	#FFEFE9	#FFEFE9
1	#FFEEE8	#FFEEE8
1	#FFEEE7	#FFEEE7
1	#FFEDE7	#FFEDE7
1	#FFEDE6	#FFEDE6
1	#FFECE5	#FFECE5
1	#FFEBE4	#FFEBE4
1	#FFEAE3	#FFEAE3
1	#FFEAE2	#FFEAE2
1	#FFE9E0	#FFE9E0
1	#FFE8DF	#FFE8DF
1	#FFE7DE	#FFE7DE
1	#FFE5DC	#FFE5DC
1	#FFE4DB	#FFE4DB
1	#FFE3D9	#FFE3D9
1	#FFE2D7	#FFE2D7
1	#FFE0D5	#FFE0D5
1	#FFDFD3	#FFDFD3
1	#FFDDD1	#FFDDD1
1	#FFDCCF	#FFDCCF
1	#FFDACD	#FFDACD
1	#FFD8CB	#FFD8CB
1	#FFD7C9	#FFD7C9
1	#FFD5C6	#FFD5C6
1	#FFD3C4	#FFD3C4
1	#FFD1C1	#FFD1C1
1	#FFCFBE	#FFCFBE
1	#FFCDBC	#FFCDBC
1	#FFCBB9	#FFCBB9
1	#FFC8B6	#FFC8B6
1	#FFC6B3	#FFC6B3
1	#FFC4B0	#FFC4B0
1	#FFC1AD	#FFC1AD
1	#FFB9A2	#FFB9A2
1	#FFBBA5	#FFBBA5
1	#FFBEA9	#FFBEA9
1	#FFC1AC	#FFC1AC
1	#FFC3AF	#FFC3AF
1	#FFC6B2	#FFC6B2
1	#FFC8B6	#FFC8B6
1	#FFCAB9	#FFCAB9
1	#FFCDBB	#FFCDBB
1	#FFCFBE	#FFCFBE
1	#FFD1C1	#FFD1C1
1	#FFD3C4	#FFD3C4
1	#FFD5C6	#FFD5C6
1	#FFD7C9	#FFD7C9
1	#FFD9CB	#FFD9CB
1	#FFDBCE	#FFDBCE
1	#FFDCD0	#FFDCD0
1	#FFDED2	#FFDED2
1	#FFDFD4	#FFDFD4
1	#FFE1D6	#FFE1D6
1	#FFE2D8	#FFE2D8
1	#FFE4DA	#FFE4DA
1	#FFE5DC	#FFE5DC
1	#FFE6DD	#FFE6DD
1	#FFE8DF	#FFE8DF
1	#FFE9E1	#FFE9E1
1	#FFEAE2	#FFEAE2
1	#FFEBE3	#FFEBE3
1	#FFECE5	#FFECE5
1	#FFEDE6	#FFEDE6
1	#FFEDE7	#FFEDE7
1	#FFEEE8	#FFEEE8
1	#FFEFE9	#FFEFE9
1	#FFEFEA	#FFEFEA
1	#FFF0EA	#FFF0EA
1	#FFF0EB	#FFF0EB
1	#FFF1EC	#FFF1EC
1	#FFF1EC	#FFF1EC
1	#FFF1EC	#FFF1EC
1	#FFF2ED	#FFF2ED
1	#FFF2ED	#FFF2ED
1	#FFF2ED	#FFF2ED
1	#FFF2ED	#FFF2ED
1	#FFF2ED	#FFF2ED
1	#FFF2ED	#FFF2ED
1	#FFF2ED	#FFF2ED
1	#FFF1EC	#FFF1EC
1	#FFF1EC	#FFF1EC
1	#FFF1EC	#FFF1EC
1	#FFF0EB	#FFF0EB
1	#FFF0EA	#FFF0EA
1	#FFEFEA	#FFEFEA
1	#FFEFE9	#FFEFE9
1	#FFEEE8	#FFEEE8
1	#FFEDE7	#FFEDE7
1	#FFEDE6	#FFEDE6
1	#FFECE5	#FFECE5
1	#FFEBE3	#FFEBE3
1	#FFEAE2	#FFEAE2
1	#FFE9E0	#FFE9E0
1	#FFE8DF	#FFE8DF
1	#FFE6DD	#FFE6DD
1	#FFE5DC	#FFE5DC
1	#FFE4DA	#FFE4DA
1	#FFE2D8	#FFE2D8
1	#FFE1D6	#FFE1D6
1	#FFDFD4	#FFDFD4
1	#FFDED2	#FFDED2
1	#FFDCD0	#FFDCD0
1	#FFDACD	#FFDACD
1	#FFD9CB	#FFD9CB
1	#FFD7C9	#FFD7C9
1	#FFD5C6	#FFD5C6
1	#FFD3C4	#FFD3C4
1	#FFD1C1	#FFD1C1
1	#FFCFBE	#FFCFBE
1	#FFCDBB	#FFCDBB
1	#FFCAB8	#FFCAB8
1	#FFC8B5	#FFC8B5
1	#FFC6B2	#FFC6B2
1	#FFC3AF	#FFC3AF
1	#FFBBA5	#FFBBA5
1	#FFBEA8	#FFBEA8
1	#FFC0AC	#FFC0AC
1	#FFC3AF	#FFC3AF
1	#FFC6B2	#FFC6B2
1	#FFC8B5	#FFC8B5
1	#FFCAB8	#FFCAB8
1	#FFCDBB	#FFCDBB
1	#FFCFBE	#FFCFBE
1	#FFD1C1	#FFD1C1
1	#FFD3C4	#FFD3C4
1	#FFD5C7	#FFD5C7
1	#FFD7C9	#FFD7C9
1	#FFD9CC	#FFD9CC
1	#FFDBCE	#FFDBCE
1	#FFDDD1	#FFDDD1
1	#FFDED3	#FFDED3
1	#FFE0D5	#FFE0D5
1	#FFE2D7	#FFE2D7
1	#FFE3D9	#FFE3D9
1	#FFE5DB	#FFE5DB
1	#FFE6DD	#FFE6DD
1	#FFE7DF	#FFE7DF
1	#FFE9E0	#FFE9E0
1	#FFEAE2	#FFEAE2
1	#FFEBE3	#FFEBE3
1	#FFECE5	#FFECE5
1	#FFEDE6	#FFEDE6
1	#FFEEE7	#FFEEE7
1	#FFEFE9	#FFEFE9
1	#FFEFEA	#FFEFEA
1	#FFF0EB	#FFF0EB
1	#FFF1EC	#FFF1EC
1	#FFF1EC	#FFF1EC
1	#FFF2ED	#FFF2ED
1	#FFF2EE	#FFF2EE
1	#FFF3EE	#FFF3EE
1	#FFF3EF	#FFF3EF
1	#FFF3EF	#FFF3EF
1	#FFF4EF	#FFF4EF
1	#FFF4F0	#FFF4F0
1	#FFF4F0	#FFF4F0
1	#FFF4F0	#FFF4F0
1	#FFF4F0	#FFF4F0
1	#FFF4F0	#FFF4F0
1	#FFF4EF	#FFF4EF
1	#FFF3EF	#FFF3EF
1	#FFF3EF	#FFF3EF
1	#FFF3EE	#FFF3EE
1	#FFF2EE	#FFF2EE
1	#FFF2ED	#FFF2ED
1	#FFF1EC	#FFF1EC
1	#FFF1EB	#FFF1EB
1	#FFF0EA	#FFF0EA
1	#FFEFE9	#FFEFE9
1	#FFEEE8	#FFEEE8
1	#FFEEE7	#FFEEE7
1	#FFEDE6	#FFEDE6
1	#FFECE4	#FFECE4
1	#FFEBE3	#FFEBE3
1	#FFE9E2	#FFE9E2
1	#FFE8E0	#FFE8E0
1	#FFE7DE	#FFE7DE
1	#FFE6DC	#FFE6DC
1	#FFE4DB	#FFE4DB
1	#FFE3D9	#FFE3D9
1	#FFE1D7	#FFE1D7
1	#FFE0D4	#FFE0D4
1	#FFDED2	#FFDED2
1	#FFDCD0	#FFDCD0
1	#FFDACE	#FFDACE
1	#FFD9CB	#FFD9CB
1	#FFD7C9	#FFD7C9
1	#FFD5C6	#FFD5C6
1	#FFD3C3	#FFD3C3
1	#FFD1C0	#FFD1C0
1	#FFCEBE	#FFCEBE
1	#FFCCBB	#FFCCBB
1	#FFCAB8	#FFCAB8
1	#FFC7B5	#FFC7B5
1	#FFC5B1	#FFC5B1
1	#FFBDA8	#FFBDA8
1	#FFC0AB	#FFC0AB
1	#FFC3AE	#FFC3AE
1	#FFC5B2	#FFC5B2
1	#FFC8B5	#FFC8B5
1	#FFCAB8	#FFCAB8
